,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sentiment,transformer_sentiment
2024-01-02,373.1698959661365,375.2061389616597,366.09298669668647,370.1854248046875,25258600,0.0,0.0,0,1.0
2024-01-03,368.3288626720614,372.57101769476805,367.82978561056655,369.9159240722656,23083500,0.0,0.0,0,1.0
2024-01-04,369.9858054864596,372.4113127163569,366.49226602469497,367.2608337402344,20901500,0.0,0.0,0,1.0
2024-01-05,368.28894682056614,371.37323956305505,365.8235047921934,367.0711975097656,20987000,0.0,0.0,0,1.0
2024-01-08,368.6183170544667,374.50745093472887,368.32887428177384,373.9983825683594,23134000,0.0,0.0,0,1.0
2024-01-09,371.3233528625721,375.2959870745249,370.5048591096954,375.09637451171875,20830000,0.0,0.0,0,1.0
2024-01-10,375.6752656939541,383.460886198373,375.62537017186514,382.0634460449219,25514200,0.0,0.0,0,1.0
2024-01-11,385.28751028677937,389.95886449976416,379.677888715471,383.9200439453125,27850800,0.0,0.0,0,1.0
2024-01-12,384.7784497467122,387.9625640562595,383.94000388073795,387.7529602050781,21645700,0.0,0.0,0,1.0
2024-01-16,392.93337887988,393.3026910533624,386.9045190923955,389.54962158203125,27202300,0.0,0.0,0,1.0
2024-01-17,387.26385869456317,389.3899014499726,384.099696631118,388.7510986328125,22234100,0.0,0.0,0,1.0
2024-01-18,390.99694949779064,393.2627484791378,389.3998967465833,393.1429748535156,23392100,0.0,0.0,0,1.0
2024-01-19,395.0295107273816,397.93414306640625,392.77367251754663,397.93414306640625,29272000,0.0,0.0,0,1.0
2024-01-22,399.2816069973833,399.8805055719537,392.86348320587547,395.7781066894531,27016900,0.0,0.0,0,1.0
2024-01-23,395.0195167144755,398.642821261487,393.2028687962703,398.1636962890625,20525900,0.0,0.0,0,1.0
2024-01-24,400.7988187999638,404.8812655455895,399.71083445114147,401.8169250488281,24867000,0.0,0.0,0,1.0
2024-01-25,403.57370804591943,406.2587452448339,401.78700352271557,404.1226806640625,21021200,0.0,0.0,0,1.0
2024-01-26,403.6236080084519,405.42030384087553,401.68718642821403,403.1844177246094,17803300,0.0,0.0,0,1.0
2024-01-29,405.31046679953886,409.22324442306285,403.58364917491974,408.9637145996094,24510200,0.0,0.0,0,1.0
2024-01-30,411.4990546972984,412.28757457257905,405.6997813103062,407.8358154296875,33477600,0.0,0.0,-1,1.0
2024-01-31,406.20882156865355,414.5534064561184,396.47681819374304,396.84613037109375,47871100,0.0,0.0,0,1.0
2024-02-01,401.0882856271437,407.24691039563487,401.0583422198293,403.0346984863281,30657700,0.0,0.0,0,1.0
2024-02-02,403.06464180014103,411.8883212013164,402.8151032521624,410.4609680175781,28245000,0.0,0.0,0,1.0
2024-02-05,409.143400466972,410.4010845065078,403.24430548992177,404.9012451171875,25352300,0.0,0.0,0,1.0
2024-02-06,405.13081085277344,407.2169493687455,402.166291811919,404.74151611328125,18382600,0.0,0.0,0,1.0
2024-02-07,406.6879213849222,413.53524409904173,406.6479866905515,413.28570556640625,22340500,0.0,0.0,0,1.0
2024-02-08,413.28572475855185,414.7929473132615,411.76854137572195,413.3456115722656,21225300,0.0,0.0,0,1.0
2024-02-09,414.48350739105217,420.0432332716928,414.3237990730112,419.7737121582031,22032800,0.0,0.0,0,1.0
2024-02-12,419.78370453674074,419.9633649720355,413.9844313946105,414.4934997558594,21202900,0.0,0.0,0,1.0
2024-02-13,404.19254970376954,409.3130854401144,402.64542293369846,405.57000732421875,27824900,0.0,0.0,0,1.0
2024-02-14,408.07000732421875,409.8399963378906,404.57000732421875,409.489990234375,20401200,0.75,0.0,0,1.0
2024-02-15,408.1400146484375,409.1300048828125,404.2900085449219,406.55999755859375,21825500,0.0,0.0,0,1.0
2024-02-16,407.9599914550781,408.2900085449219,403.44000244140625,404.05999755859375,22281100,0.0,0.0,0,1.0
2024-02-20,403.239990234375,404.489990234375,398.010009765625,402.7900085449219,24307900,0.0,0.0,0,1.0
2024-02-21,400.1700134277344,402.2900085449219,397.2200012207031,402.17999267578125,18631100,0.0,0.0,0,1.0
2024-02-22,410.19000244140625,412.8299865722656,408.57000732421875,411.6499938964844,27009900,0.0,0.0,0,1.0
2024-02-23,415.6700134277344,415.8599853515625,408.9700012207031,410.3399963378906,16295900,0.0,0.0,0,1.0
2024-02-26,411.4599914550781,412.1600036621094,407.3599853515625,407.5400085449219,16193500,0.0,0.0,0,1.0
2024-02-27,407.989990234375,408.32000732421875,403.8500061035156,407.4800109863281,14835800,0.0,0.0,0,1.0
2024-02-28,408.17999267578125,409.29998779296875,405.32000732421875,407.7200012207031,13183100,0.0,0.0,0,1.0
2024-02-29,408.6400146484375,414.20001220703125,405.9200134277344,413.6400146484375,31947300,0.0,0.0,0,1.0
2024-03-01,411.2699890136719,415.8699951171875,410.8800048828125,415.5,17800300,0.0,0.0,0,1.0
2024-03-04,413.44000244140625,417.3500061035156,412.32000732421875,414.9200134277344,17596000,0.0,0.0,-1,1.0
2024-03-05,413.9599914550781,414.25,400.6400146484375,402.6499938964844,26919200,0.0,0.0,0,1.0
2024-03-06,402.9700012207031,405.1600036621094,398.3900146484375,402.0899963378906,22344100,0.0,0.0,0,1.0
